transaction_id,customer_id,transaction_date,transaction_amount,payment_mode,channel,gender,age,city,customer_segment,signup_date,value_segment,year_month
TXN521730,CUST100684,05-09-2023,1367.75,Credit Card,Mobile App,Male,55,Bengaluru,Mid Value,26-10-2022,High Value,2023-09
TXN521731,CUST101928,23-11-2024,2641.06,UPI,Website,Female,21,Bengaluru,High Value,05-04-2022,Mid Value,2024-11
TXN521732,CUST101060,20-10-2023,200,UPI,Mobile App,Male,25,Pune,High Value,13-02-2022,Low Value,2023-10
TXN521733,CUST101622,14-06-2024,3333.95,UPI,Mobile App,Female,47,Bengaluru,Mid Value,26-09-2022,High Value,2024-06
TXN521734,CUST101664,18-05-2023,6490.84,UPI,Website,Male,56,Mumbai,Mid Value,04-11-2022,Mid Value,2023-05
TXN521735,CUST101729,09-07-2024,200,Wallet,Website,Female,29,Delhi,Low Value,15-09-2024,Low Value,2024-07
TXN521736,CUST100318,11-12-2023,5024.66,UPI,Mobile App,Male,39,Pune,High Value,17-03-2023,Low Value,2023-12
TXN521737,CUST101578,06-02-2023,1373.79,UPI,Website,Female,40,Mumbai,Low Value,09-05-2023,Mid Value,2023-02
TXN521738,CUST101435,10-11-2023,1594.65,Debit Card,Website,Female,25,Delhi,Mid Value,16-06-2024,Mid Value,2023-11
TXN521739,CUST100355,08-08-2023,4033.16,Debit Card,Website,Male,40,Hyderabad,Low Value,30-06-2023,Mid Value,2023-08
TXN521740,CUST101694,01-10-2024,1959.68,Net Banking,Mobile App,Male,37,Hyderabad,Mid Value,18-08-2023,Mid Value,2024-10
TXN521741,CUST100616,23-05-2023,952.55,Debit Card,Mobile App,Male,50,Hyderabad,Mid Value,03-11-2024,Mid Value,2023-05
TXN521742,CUST101988,08-02-2024,2901.75,UPI,Mobile App,Male,23,Delhi,Low Value,07-12-2022,Mid Value,2024-02
TXN521743,CUST100228,25-11-2024,327.54,UPI,Mobile App,Male,33,Mumbai,Low Value,29-03-2022,Low Value,2024-11
TXN521744,CUST100728,08-02-2024,2414.36,Net Banking,Mobile App,Male,34,Delhi,High Value,05-01-2024,Low Value,2024-02
TXN521745,CUST101287,08-07-2024,3277.97,UPI,Mobile App,Female,24,Pune,Mid Value,19-02-2023,Low Value,2024-07
TXN521746,CUST101953,23-04-2024,896.77,Credit Card,Mobile App,Female,23,Mumbai,Mid Value,29-08-2024,High Value,2024-04
TXN521747,CUST101510,22-12-2024,7731.56,Credit Card,Website,Male,26,Mumbai,Mid Value,29-05-2024,Mid Value,2024-12
TXN521748,CUST100560,13-07-2024,2251.31,Debit Card,Website,Female,57,Hyderabad,High Value,20-09-2023,High Value,2024-07
TXN521749,CUST101375,08-08-2023,221.26,Wallet,Mobile App,Male,21,Delhi,Mid Value,15-08-2023,High Value,2023-08
TXN521750,CUST101465,02-01-2024,7457.55,Credit Card,Mobile App,Female,21,Pune,Mid Value,19-12-2024,Low Value,2024-01
TXN521751,CUST100634,15-07-2023,2997.61,Debit Card,Mobile App,Female,61,Bengaluru,Mid Value,15-09-2023,Low Value,2023-07
TXN521752,CUST100458,14-11-2024,2617.03,Net Banking,Mobile App,Male,26,Hyderabad,Mid Value,26-03-2023,Mid Value,2024-11
TXN521753,CUST101838,17-11-2024,642.45,UPI,Mobile App,Female,38,Bengaluru,Low Value,17-04-2024,Low Value,2024-11
TXN521754,CUST100024,01-02-2023,1409.83,Debit Card,Mobile App,Female,27,Mumbai,Mid Value,21-05-2024,Low Value,2023-02
TXN521755,CUST101154,23-02-2023,5088.93,Net Banking,Website,Female,35,Chennai,Mid Value,22-01-2023,Mid Value,2023-02
TXN521756,CUST101964,27-02-2024,810.46,Debit Card,Mobile App,Male,62,Delhi,Low Value,07-11-2022,High Value,2024-02
TXN521757,CUST100369,28-11-2024,1211.07,Debit Card,Mobile App,Male,50,Delhi,Mid Value,11-09-2023,High Value,2024-11
TXN521758,CUST101459,22-08-2023,652.8,Net Banking,Mobile App,Male,42,Chennai,Mid Value,03-11-2022,High Value,2023-08
TXN521759,CUST101247,20-04-2023,535.09,UPI,Website,Female,28,Hyderabad,Mid Value,12-11-2024,Low Value,2023-04
TXN521760,CUST101011,10-04-2023,200,Wallet,Mobile App,Male,30,Hyderabad,Mid Value,27-10-2022,Mid Value,2023-04
TXN521761,CUST100610,12-12-2024,2937.48,Wallet,Mobile App,Male,42,Hyderabad,Low Value,25-09-2022,Low Value,2024-12
TXN521762,CUST101375,30-07-2023,209.32,Debit Card,Mobile App,Male,21,Delhi,Mid Value,15-08-2023,High Value,2023-07
TXN521763,CUST101825,07-02-2024,1667.26,UPI,Mobile App,Male,32,Delhi,High Value,28-10-2024,Mid Value,2024-02
TXN521764,CUST101508,30-05-2023,200,Credit Card,Mobile App,Female,62,Mumbai,Mid Value,28-05-2024,High Value,2023-05
TXN521765,CUST101220,05-11-2024,9080.51,Credit Card,Website,Male,22,Hyderabad,Low Value,27-11-2024,High Value,2024-11
TXN521766,CUST100108,29-01-2024,2719.12,UPI,Mobile App,Female,44,Mumbai,Low Value,28-08-2023,Mid Value,2024-01
TXN521767,CUST101883,16-10-2024,2189.64,Credit Card,Mobile App,Male,32,Chennai,High Value,06-08-2023,Low Value,2024-10
TXN521768,CUST101243,15-09-2023,453.81,Debit Card,Website,Male,57,Hyderabad,Mid Value,15-12-2024,Mid Value,2023-09
TXN521769,CUST101799,02-09-2023,1651.96,Debit Card,Mobile App,Male,41,Bengaluru,High Value,27-09-2023,Low Value,2023-09
TXN521770,CUST101946,30-05-2023,1540.64,UPI,Website,Male,58,Mumbai,Mid Value,20-05-2022,High Value,2023-05
TXN521771,CUST100719,15-09-2024,977.19,UPI,Mobile App,Female,56,Mumbai,High Value,17-12-2022,Low Value,2024-09
TXN521772,CUST101342,09-04-2023,373.42,Wallet,Mobile App,Male,26,Bengaluru,High Value,15-02-2024,Low Value,2023-04
TXN521773,CUST101105,13-04-2023,1006.48,Debit Card,Mobile App,Female,35,Bengaluru,Mid Value,20-07-2023,High Value,2023-04
TXN521774,CUST101560,23-12-2024,2066.49,UPI,Mobile App,Male,31,Hyderabad,Mid Value,20-06-2024,High Value,2024-12
TXN521775,CUST101721,12-01-2023,1469.96,UPI,Website,Male,41,Chennai,Mid Value,07-04-2022,Mid Value,2023-01
TXN521776,CUST100431,14-08-2023,1856.96,Debit Card,Mobile App,Female,40,Chennai,Low Value,24-05-2022,Mid Value,2023-08
TXN521777,CUST101920,17-03-2024,1867.08,UPI,Website,Male,44,Bengaluru,High Value,05-04-2023,Low Value,2024-03
TXN521778,CUST101031,28-05-2023,617.34,UPI,Website,Female,59,Bengaluru,Low Value,24-04-2023,High Value,2023-05
TXN521779,CUST100635,28-06-2023,258.79,Debit Card,Website,Female,46,Delhi,High Value,13-03-2022,Low Value,2023-06
TXN521780,CUST101172,07-01-2023,1622.77,Wallet,Mobile App,Male,36,Mumbai,Mid Value,06-08-2023,High Value,2023-01
TXN521781,CUST101121,01-06-2023,4903.97,Debit Card,Website,Male,21,Delhi,High Value,25-04-2024,Mid Value,2023-06
TXN521782,CUST101751,04-08-2024,11823.52,UPI,Website,Female,40,Bengaluru,Low Value,10-04-2023,High Value,2024-08
TXN521783,CUST101124,19-12-2023,3390.88,Credit Card,Mobile App,Female,44,Hyderabad,Low Value,26-04-2023,Mid Value,2023-12
TXN521784,CUST101753,18-07-2024,549.77,UPI,Website,Male,24,Bengaluru,Mid Value,15-04-2024,High Value,2024-07
TXN521785,CUST100366,04-11-2024,2189.28,Credit Card,Website,Female,28,Chennai,Mid Value,24-06-2023,High Value,2024-11
TXN521786,CUST101485,21-02-2024,600.48,Credit Card,Mobile App,Male,41,Delhi,Mid Value,01-10-2023,Mid Value,2024-02
TXN521787,CUST100924,27-08-2024,1890,Debit Card,Website,Male,21,Mumbai,Low Value,12-01-2022,Mid Value,2024-08
TXN521788,CUST100413,24-10-2024,1441.55,UPI,Mobile App,Male,54,Pune,High Value,27-12-2024,Mid Value,2024-10
TXN521789,CUST101282,23-07-2024,1057.21,Debit Card,Mobile App,Male,51,Hyderabad,Mid Value,14-09-2023,High Value,2024-07
TXN521790,CUST101926,15-07-2023,2257.67,Debit Card,Mobile App,Male,24,Mumbai,Mid Value,19-11-2023,Mid Value,2023-07
TXN521791,CUST100355,21-11-2023,4289.78,Wallet,Mobile App,Male,40,Hyderabad,Low Value,30-06-2023,Mid Value,2023-11
TXN521792,CUST100010,26-04-2024,905.74,Credit Card,Mobile App,Male,36,Hyderabad,Mid Value,14-02-2022,Low Value,2024-04
TXN521793,CUST101439,27-07-2023,1465.26,UPI,Mobile App,Male,57,Bengaluru,High Value,08-01-2024,Mid Value,2023-07
TXN521794,CUST101594,30-10-2023,1338.67,Net Banking,Website,Female,29,Pune,Low Value,01-02-2024,Mid Value,2023-10
TXN521795,CUST101273,26-10-2023,630.63,UPI,Website,Male,46,Mumbai,High Value,30-03-2022,Low Value,2023-10
TXN521796,CUST101675,01-03-2024,1202.62,Credit Card,Mobile App,Male,46,Mumbai,Mid Value,16-08-2024,High Value,2024-03
TXN521797,CUST101870,03-03-2023,200,Debit Card,Mobile App,Male,40,Pune,High Value,14-02-2024,Mid Value,2023-03
TXN521798,CUST101573,14-07-2023,1602.99,UPI,Mobile App,Female,45,Mumbai,High Value,01-07-2024,Mid Value,2023-07
TXN521799,CUST101145,20-07-2024,2806.76,UPI,Website,Female,52,Hyderabad,Low Value,09-11-2024,Mid Value,2024-07
TXN521800,CUST101943,29-12-2023,1008.15,Credit Card,Mobile App,Female,28,Mumbai,Mid Value,02-04-2022,Mid Value,2023-12
TXN521801,CUST100064,14-07-2024,3019.91,UPI,Website,Male,42,Hyderabad,High Value,18-08-2023,Mid Value,2024-07
TXN521802,CUST101681,09-09-2024,3055.63,Debit Card,Website,Female,62,Mumbai,High Value,28-05-2024,High Value,2024-09
TXN521803,CUST101325,19-03-2023,9113.29,Credit Card,Website,Male,58,Pune,High Value,12-12-2024,High Value,2023-03
TXN521804,CUST100124,11-10-2023,1736.98,UPI,Mobile App,Male,40,Delhi,Low Value,15-12-2024,High Value,2023-10
TXN521805,CUST100311,26-02-2023,1138.77,Wallet,Mobile App,Male,48,Chennai,Low Value,13-10-2024,Mid Value,2023-02
TXN521806,CUST101214,11-11-2024,2244.73,Net Banking,Website,Female,45,Mumbai,High Value,03-06-2024,Mid Value,2024-11
TXN521807,CUST100774,11-01-2024,2167.09,UPI,Mobile App,Female,44,Mumbai,High Value,24-08-2023,High Value,2024-01
TXN521808,CUST101001,11-01-2024,9612.86,UPI,Mobile App,Male,52,Mumbai,High Value,04-08-2022,High Value,2024-01
TXN521809,CUST100872,19-12-2024,2705.9,Debit Card,Website,Female,42,Pune,High Value,07-02-2022,Mid Value,2024-12
TXN521810,CUST101473,08-01-2024,805.46,UPI,Mobile App,Female,54,Hyderabad,Mid Value,15-08-2023,Mid Value,2024-01
TXN521811,CUST101831,05-11-2024,456.83,Wallet,Mobile App,Male,28,Bengaluru,Mid Value,23-08-2022,High Value,2024-11
TXN521812,CUST100693,01-09-2023,3462.17,Credit Card,Mobile App,Female,28,Hyderabad,Low Value,23-03-2023,High Value,2023-09
TXN521813,CUST101182,08-02-2023,435.95,Debit Card,Mobile App,Female,29,Chennai,Mid Value,29-06-2023,Low Value,2023-02
TXN521814,CUST101376,05-11-2023,2172.2,Credit Card,Mobile App,Female,44,Delhi,Low Value,11-06-2023,Mid Value,2023-11
TXN521815,CUST101843,24-09-2024,312.24,UPI,Mobile App,Male,53,Mumbai,High Value,29-12-2023,Low Value,2024-09
TXN521816,CUST100989,27-03-2023,2790.38,Debit Card,Website,Female,24,Chennai,Low Value,14-05-2022,Mid Value,2023-03
TXN521817,CUST100798,09-04-2023,3360.22,Credit Card,Mobile App,Male,53,Hyderabad,Mid Value,04-04-2024,High Value,2023-04
TXN521818,CUST100673,09-01-2024,10253.48,Debit Card,Mobile App,Female,41,Mumbai,High Value,28-07-2024,High Value,2024-01
TXN521819,CUST101286,09-05-2024,6784.45,Credit Card,Mobile App,Female,24,Chennai,Low Value,03-06-2022,Mid Value,2024-05
TXN521820,CUST101752,27-07-2023,2752.4,Wallet,Mobile App,Female,49,Bengaluru,Mid Value,05-10-2022,High Value,2023-07
TXN521821,CUST100911,16-09-2024,715.17,UPI,Website,Male,32,Hyderabad,Low Value,02-03-2024,Low Value,2024-09
TXN521822,CUST100405,24-03-2023,200,UPI,Website,Female,46,Mumbai,Low Value,21-09-2023,Low Value,2023-03
TXN521823,CUST100995,30-07-2024,1782.49,UPI,Mobile App,Male,51,Mumbai,High Value,05-02-2024,High Value,2024-07
TXN521824,CUST101716,01-01-2023,3195.17,Net Banking,Mobile App,Female,50,Mumbai,High Value,22-02-2024,Mid Value,2023-01
TXN521825,CUST101626,12-03-2024,200,UPI,Mobile App,Male,36,Hyderabad,Mid Value,14-07-2024,Mid Value,2024-03
TXN521826,CUST101040,16-11-2024,1636.85,UPI,Mobile App,Male,57,Hyderabad,Mid Value,08-06-2024,High Value,2024-11
TXN521827,CUST100636,07-09-2023,4718.17,UPI,Mobile App,Male,48,Bengaluru,High Value,15-03-2022,Mid Value,2023-09
TXN521828,CUST101283,14-02-2024,2230.7,Wallet,Website,Male,26,Pune,Mid Value,03-03-2023,High Value,2024-02
TXN521829,CUST101980,21-01-2024,2532.9,Net Banking,Mobile App,Male,24,Mumbai,Low Value,04-08-2023,Low Value,2024-01
TXN521830,CUST100889,25-03-2023,1414.79,Debit Card,Mobile App,Male,23,Mumbai,High Value,03-11-2023,Low Value,2023-03
TXN521831,CUST101378,04-05-2024,6308.15,Credit Card,Mobile App,Female,26,Pune,Low Value,21-03-2024,Mid Value,2024-05
TXN521832,CUST100488,27-08-2023,1032.77,UPI,Mobile App,Male,54,Delhi,Low Value,01-08-2022,Mid Value,2023-08
TXN521833,CUST101237,23-06-2024,1048.48,Wallet,Website,Female,43,Bengaluru,High Value,04-05-2023,High Value,2024-06
TXN521834,CUST100238,15-01-2024,1604.39,UPI,Website,Male,60,Mumbai,Mid Value,26-02-2023,Mid Value,2024-01
TXN521835,CUST100179,26-01-2024,1939.8,UPI,Mobile App,Male,38,Mumbai,Low Value,07-05-2024,Mid Value,2024-01
TXN521836,CUST101442,24-11-2023,1696.08,Credit Card,Website,Female,45,Mumbai,Low Value,17-03-2022,Mid Value,2023-11
TXN521837,CUST101707,24-04-2024,3755.89,UPI,Mobile App,Female,24,Mumbai,Mid Value,18-02-2022,Mid Value,2024-04
TXN521838,CUST101166,31-10-2023,3957.5,Wallet,Website,Male,47,Hyderabad,High Value,15-02-2023,Mid Value,2023-10
TXN521839,CUST100316,09-10-2023,310.59,UPI,Mobile App,Male,40,Mumbai,High Value,28-01-2023,Mid Value,2023-10
TXN521840,CUST101267,25-11-2024,1994.84,Wallet,Mobile App,Female,61,Pune,Mid Value,10-02-2022,High Value,2024-11
TXN521841,CUST100231,11-12-2023,9083.55,Credit Card,Mobile App,Female,59,Mumbai,Mid Value,14-05-2024,High Value,2023-12
TXN521842,CUST101707,15-05-2023,2013.96,UPI,Website,Female,24,Mumbai,Mid Value,18-02-2022,Mid Value,2023-05
TXN521843,CUST101812,12-04-2024,2563.61,Net Banking,Mobile App,Male,59,Hyderabad,Low Value,26-11-2023,Mid Value,2024-04
TXN521844,CUST101612,27-12-2023,4347.08,Credit Card,Website,Female,38,Mumbai,Mid Value,07-05-2022,High Value,2023-12
TXN521845,CUST101326,22-07-2024,4431.72,Credit Card,Mobile App,Male,51,Delhi,Mid Value,18-05-2023,Mid Value,2024-07
TXN521846,CUST100330,25-04-2023,200,UPI,Mobile App,Male,35,Pune,Mid Value,13-08-2022,High Value,2023-04
TXN521847,CUST100560,05-07-2023,602.12,Net Banking,Mobile App,Female,57,Hyderabad,High Value,20-09-2023,High Value,2023-07
TXN521848,CUST100948,22-04-2024,4371.15,Net Banking,Website,Female,34,Chennai,Low Value,22-03-2022,High Value,2024-04
TXN521849,CUST100247,01-01-2023,2419.81,Debit Card,Mobile App,Male,30,Chennai,High Value,17-12-2023,Low Value,2023-01
TXN521850,CUST100282,24-06-2024,2197.52,Debit Card,Mobile App,Female,26,Chennai,Mid Value,30-09-2023,Mid Value,2024-06
TXN521851,CUST101310,23-10-2024,4324.57,UPI,Mobile App,Male,57,Bengaluru,Low Value,31-03-2022,High Value,2024-10
TXN521852,CUST100939,28-02-2024,3614.02,Credit Card,Mobile App,Female,32,Delhi,Mid Value,27-04-2022,Low Value,2024-02
TXN521853,CUST100031,02-12-2024,3061.77,UPI,Mobile App,Male,34,Chennai,Low Value,24-03-2022,Mid Value,2024-12
TXN521854,CUST101523,27-09-2023,200,Credit Card,Mobile App,Male,61,Bengaluru,High Value,09-09-2024,High Value,2023-09
TXN521855,CUST101693,23-02-2024,3347.69,UPI,Mobile App,Male,60,Delhi,Mid Value,31-01-2024,Low Value,2024-02
TXN521856,CUST100529,23-11-2023,492.59,UPI,Mobile App,Female,22,Pune,Low Value,09-10-2024,Mid Value,2023-11
TXN521857,CUST100380,14-07-2023,200,Net Banking,Website,Female,31,Delhi,Mid Value,18-12-2023,Mid Value,2023-07
TXN521858,CUST100062,12-09-2023,1489.53,Wallet,Mobile App,Male,24,Mumbai,Mid Value,17-03-2023,High Value,2023-09
TXN521859,CUST100127,20-03-2023,6277.79,Credit Card,Mobile App,Male,63,Pune,Mid Value,29-05-2022,Mid Value,2023-03
TXN521860,CUST101551,08-04-2023,4786.19,Debit Card,Mobile App,Male,63,Delhi,Low Value,26-12-2024,Low Value,2023-04
TXN521861,CUST100162,30-05-2023,8845.25,UPI,Mobile App,Female,45,Delhi,Low Value,30-03-2023,Mid Value,2023-05
TXN521862,CUST100957,22-03-2024,622.75,Credit Card,Mobile App,Male,55,Mumbai,Mid Value,11-11-2023,Low Value,2024-03
TXN521863,CUST101274,03-05-2023,2615.21,Credit Card,Mobile App,Male,32,Mumbai,High Value,01-08-2022,High Value,2023-05
TXN521864,CUST101672,01-09-2024,200,Net Banking,Mobile App,Female,60,Hyderabad,Mid Value,11-04-2023,High Value,2024-09
TXN521865,CUST101853,06-11-2024,3579.08,UPI,Mobile App,Male,35,Hyderabad,Mid Value,05-08-2022,Low Value,2024-11
TXN521866,CUST100294,11-07-2024,1632.05,UPI,Mobile App,Female,33,Pune,Mid Value,02-08-2022,Mid Value,2024-07
TXN521867,CUST100178,25-12-2023,12310.47,UPI,Website,Male,46,Mumbai,Low Value,22-05-2024,High Value,2023-12
TXN521868,CUST100228,27-08-2023,603.75,Debit Card,Website,Male,33,Mumbai,Low Value,29-03-2022,Low Value,2023-08
TXN521869,CUST100882,13-06-2024,3378.06,UPI,Mobile App,Male,36,Chennai,Mid Value,25-02-2022,Mid Value,2024-06
TXN521870,CUST100393,13-11-2024,412.46,UPI,Mobile App,Female,30,Delhi,High Value,12-03-2024,Mid Value,2024-11
TXN521871,CUST100691,30-10-2024,744.76,UPI,Mobile App,Female,41,Delhi,Low Value,16-01-2023,Mid Value,2024-10
TXN521872,CUST101419,23-07-2023,770.78,Credit Card,Website,Male,35,Pune,Low Value,24-01-2022,High Value,2023-07
TXN521873,CUST100071,19-10-2024,1897.36,Net Banking,Mobile App,Female,64,Delhi,Mid Value,15-07-2022,High Value,2024-10
TXN521874,CUST100317,23-05-2023,999.47,UPI,Mobile App,Male,26,Delhi,Mid Value,01-12-2023,Mid Value,2023-05
TXN521875,CUST101922,06-07-2023,1270.56,UPI,Mobile App,Female,54,Delhi,Low Value,18-11-2024,Low Value,2023-07
TXN521876,CUST100594,02-05-2024,1623.03,UPI,Website,Female,63,Delhi,Mid Value,12-07-2024,High Value,2024-05
TXN521877,CUST100378,02-05-2023,200,UPI,Website,Female,61,Mumbai,Mid Value,04-06-2023,Mid Value,2023-05
TXN521878,CUST100906,16-12-2023,2408.36,Credit Card,Website,Female,28,Pune,Mid Value,21-02-2023,High Value,2023-12
TXN521879,CUST100135,10-04-2023,2305.01,Credit Card,Website,Male,43,Hyderabad,Low Value,25-12-2024,High Value,2023-04
TXN521880,CUST100729,11-10-2023,7362.88,UPI,Website,Female,24,Delhi,Low Value,07-09-2024,Low Value,2023-10
TXN521881,CUST101644,10-06-2024,314.96,Net Banking,Website,Male,41,Delhi,High Value,11-07-2024,Low Value,2024-06
TXN521882,CUST101401,19-01-2024,200,Credit Card,Mobile App,Male,51,Mumbai,Low Value,11-12-2023,Low Value,2024-01
TXN521883,CUST101942,08-07-2024,314.55,Wallet,Mobile App,Female,25,Delhi,Mid Value,07-11-2023,High Value,2024-07
TXN521884,CUST101142,06-07-2023,1207.77,UPI,Mobile App,Female,28,Delhi,Mid Value,18-04-2023,Mid Value,2023-07
TXN521885,CUST100905,08-01-2023,529.57,Debit Card,Mobile App,Female,38,Hyderabad,Mid Value,15-02-2022,Low Value,2023-01
TXN521886,CUST100529,15-09-2024,536.25,Debit Card,Mobile App,Female,22,Pune,Low Value,09-10-2024,Mid Value,2024-09
TXN521887,CUST101867,28-06-2024,4478.32,UPI,Mobile App,Male,59,Chennai,Mid Value,24-07-2023,High Value,2024-06
TXN521888,CUST100934,23-02-2024,860.89,Debit Card,Website,Female,63,Mumbai,Mid Value,22-04-2022,Mid Value,2024-02
TXN521889,CUST100665,31-03-2023,1186.28,Net Banking,Mobile App,Male,27,Mumbai,Mid Value,17-11-2024,High Value,2023-03
TXN521890,CUST100522,10-05-2024,2535.48,Debit Card,Mobile App,Female,40,Pune,High Value,22-12-2023,High Value,2024-05
TXN521891,CUST101673,22-10-2024,913.94,Net Banking,Mobile App,Male,44,Chennai,Mid Value,31-08-2022,High Value,2024-10
TXN521892,CUST100386,24-12-2024,1778.12,Credit Card,Mobile App,Male,52,Delhi,Low Value,26-08-2024,Mid Value,2024-12
TXN521893,CUST100573,26-04-2023,1627.96,Credit Card,Mobile App,Female,57,Hyderabad,High Value,13-05-2022,Low Value,2023-04
TXN521894,CUST100582,15-11-2024,666.95,UPI,Mobile App,Female,53,Bengaluru,Mid Value,17-03-2022,High Value,2024-11
TXN521895,CUST100572,20-01-2023,2777.81,Debit Card,Mobile App,Male,29,Chennai,Mid Value,28-08-2024,Mid Value,2023-01
TXN521896,CUST100643,12-05-2023,3952.19,UPI,Mobile App,Male,33,Mumbai,Mid Value,28-12-2022,Low Value,2023-05
TXN521897,CUST100572,19-10-2023,3365.91,UPI,Mobile App,Male,29,Chennai,Mid Value,28-08-2024,Mid Value,2023-10
TXN521898,CUST101927,20-12-2023,1106.61,Debit Card,Mobile App,Male,57,Mumbai,Mid Value,26-11-2022,Mid Value,2023-12
TXN521899,CUST100869,25-08-2023,5945.38,Debit Card,Mobile App,Female,43,Bengaluru,Low Value,14-09-2022,High Value,2023-08
TXN521900,CUST101292,11-08-2024,5043.02,Credit Card,Website,Female,46,Hyderabad,Mid Value,12-06-2022,High Value,2024-08
TXN521901,CUST101547,11-08-2023,682.85,Debit Card,Website,Male,21,Pune,High Value,04-07-2024,High Value,2023-08
TXN521902,CUST100546,11-03-2024,291.11,UPI,Website,Male,30,Hyderabad,Mid Value,06-06-2022,High Value,2024-03
TXN521903,CUST101509,29-09-2024,4933.51,UPI,Mobile App,Female,55,Bengaluru,Low Value,11-04-2022,Mid Value,2024-09
TXN521904,CUST100437,08-02-2023,3005.05,UPI,Mobile App,Female,26,Hyderabad,High Value,20-02-2023,High Value,2023-02
TXN521905,CUST101586,23-11-2023,819.5,UPI,Mobile App,Male,58,Pune,Mid Value,05-10-2023,High Value,2023-11
TXN521906,CUST100554,28-07-2023,800.07,Credit Card,Mobile App,Male,63,Hyderabad,High Value,14-03-2022,Mid Value,2023-07
TXN521907,CUST101763,16-04-2023,855.48,Debit Card,Mobile App,Male,22,Bengaluru,Mid Value,28-11-2024,Mid Value,2023-04
TXN521908,CUST100110,13-10-2024,4346.51,UPI,Website,Female,32,Delhi,High Value,23-09-2024,High Value,2024-10
TXN521909,CUST101345,06-09-2023,604.43,Credit Card,Mobile App,Male,59,Bengaluru,High Value,30-08-2023,High Value,2023-09
TXN521910,CUST100526,20-07-2024,2316.45,Debit Card,Mobile App,Male,37,Bengaluru,Low Value,19-08-2023,Mid Value,2024-07
TXN521911,CUST100176,21-09-2024,3956.58,Wallet,Mobile App,Male,28,Hyderabad,High Value,10-03-2023,Mid Value,2024-09
TXN521912,CUST100673,18-11-2024,1077.9,UPI,Mobile App,Female,41,Mumbai,High Value,28-07-2024,High Value,2024-11
TXN521913,CUST101574,20-12-2023,200,Debit Card,Website,Female,23,Hyderabad,Low Value,12-05-2023,Low Value,2023-12
TXN521914,CUST101561,14-04-2024,3129.18,Debit Card,Mobile App,Female,36,Delhi,Low Value,04-11-2023,High Value,2024-04
TXN521915,CUST100623,25-12-2024,200,Credit Card,Mobile App,Female,47,Mumbai,High Value,05-06-2023,High Value,2024-12
TXN521916,CUST101988,22-09-2023,3909.7,UPI,Website,Male,23,Delhi,Low Value,07-12-2022,Mid Value,2023-09
TXN521917,CUST100943,13-10-2024,984.79,Credit Card,Mobile App,Male,55,Pune,Mid Value,06-10-2023,Mid Value,2024-10
TXN521918,CUST100472,08-04-2024,3555.34,UPI,Website,Male,27,Pune,Mid Value,14-05-2023,Mid Value,2024-04
TXN521919,CUST101586,16-03-2024,1734.15,UPI,Website,Male,58,Pune,Mid Value,05-10-2023,High Value,2024-03
TXN521920,CUST100993,11-10-2023,979.14,UPI,Website,Female,48,Hyderabad,Mid Value,23-01-2022,High Value,2023-10
TXN521921,CUST100878,17-06-2024,5050.96,Debit Card,Mobile App,Male,51,Mumbai,High Value,18-01-2023,Low Value,2024-06
TXN521922,CUST101411,04-01-2024,3205.2,Credit Card,Website,Female,38,Delhi,Mid Value,20-03-2023,Mid Value,2024-01
TXN521923,CUST101121,29-11-2024,200,Credit Card,Website,Male,21,Delhi,High Value,25-04-2024,Mid Value,2024-11
TXN521924,CUST101434,19-12-2024,5869.04,UPI,Mobile App,Female,38,Hyderabad,Low Value,18-12-2024,Mid Value,2024-12
TXN521925,CUST101398,20-10-2024,1384.35,Debit Card,Mobile App,Female,30,Hyderabad,Low Value,16-11-2023,Mid Value,2024-10
TXN521926,CUST100169,09-05-2024,354.86,Credit Card,Mobile App,Female,45,Chennai,Mid Value,04-06-2022,Low Value,2024-05
TXN521927,CUST101013,03-06-2023,3244.91,Debit Card,Mobile App,Male,22,Hyderabad,Low Value,17-02-2024,Mid Value,2023-06
TXN521928,CUST100055,11-09-2024,1603.82,UPI,Mobile App,Female,63,Pune,Low Value,13-08-2022,High Value,2024-09
TXN521929,CUST101756,12-11-2023,2457.36,Net Banking,Mobile App,Male,48,Mumbai,Mid Value,16-06-2022,Mid Value,2023-11
TXN521930,CUST100324,27-10-2023,2605.45,Credit Card,Mobile App,Female,54,Bengaluru,High Value,07-07-2024,High Value,2023-10
TXN521931,CUST100657,15-03-2024,483.21,UPI,Mobile App,Male,38,Delhi,Low Value,06-07-2022,Mid Value,2024-03
TXN521932,CUST100956,31-05-2023,7778.85,Net Banking,Website,Female,41,Delhi,Mid Value,17-05-2024,High Value,2023-05
TXN521933,CUST100259,10-02-2024,245.38,Net Banking,Mobile App,Male,52,Delhi,Low Value,11-01-2023,Low Value,2024-02
TXN521934,CUST100640,24-06-2023,2047.94,UPI,Mobile App,Female,53,Mumbai,High Value,03-08-2023,Low Value,2023-06
TXN521935,CUST100561,24-02-2023,348.06,Credit Card,Mobile App,Male,57,Delhi,High Value,06-12-2023,High Value,2023-02
TXN521936,CUST100339,07-11-2023,4615.61,Debit Card,Website,Female,35,Delhi,Mid Value,17-11-2024,Mid Value,2023-11
TXN521937,CUST101861,03-06-2023,418.55,Wallet,Website,Female,31,Mumbai,Low Value,25-12-2023,Low Value,2023-06
